NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMM;RR;QRR;NBRR;RR_ME;RRAB;QRRAB;RRABDAT;NBJRR1;NBJRR5;NBJRR10;NBJRR30;NBJRR50;NBJRR100;PMERM;QPMERM;NBPMERM;PMERMINAB;QPMERMINAB;PMERMINABDAT;TX;QTX;NBTX;TX_ME;TXAB;QTXAB;TXDAT;TXMIN;QTXMIN;TXMINDAT;NBJTX0;NBJTX25;NBJTX30;NBJTX35;NBJTXI20;NBJTXI27;NBJTXS32;TN;QTN;NBTN;TN_ME;TNAB;QTNAB;TNDAT;TNMAX;QTNMAX;TNMAXDAT;NBJTN5;NBJTN10;NBJTNI10;NBJTNI15;NBJTNI20;NBJTNS20;NBJTNS25;NBJGELEE;TAMPLIM;QTAMPLIM;TAMPLIAB;QTAMPLIAB;TAMPLIABDAT;NBTAMPLI;TM;QTM;NBTM;TMM;QTMM;NBTMM;NBJTMS24;TMMIN;QTMMIN;TMMINDAT;TMMAX;QTMMAX;TMMAXDAT;UNAB;QUNAB;UNABDAT;NBUN;UXAB;QUXAB;UXABDAT;NBUX;UMM;QUMM;NBUM;TSVM;QTSVM;NBTSVM;ETP;QETP;FXIAB;QFXIAB;DXIAB;QDXIAB;FXIDAT;NBJFF10;NBJFF16;NBJFF28;NBFXI;FXI3SAB;QFXI3SAB;DXI3SAB;QDXI3SAB;FXI3SDAT;NBJFXI3S10;NBJFXI3S16;NBJFXI3S28;NBFXI3S;FXYAB;QFXYAB;DXYAB;QDXYAB;FXYABDAT;NBJFXY8;NBJFXY10;NBJFXY15;NBFXY;FFM;QFFM;NBFFM;INST;QINST;NBINST;NBSIGMA0;NBSIGMA20;NBSIGMA80;GLOT;QGLOT;NBGLOT;DIFT;QDIFT;NBDIFT;DIRT;QDIRT;NBDIRT;HNEIGEFTOT;QHNEIGEFTOT;HNEIGEFAB;QHNEIGEFAB;HNEIGEFDAT;NBHNEIGEF;NBJNEIG;NBJHNEIGEF1;NBJHNEIGEF5;NBJHNEIGEF10;NBJSOLNG;NEIGETOTM;QNEIGETOTM;NEIGETOTAB;QNEIGETOTAB;NEIGETOTABDAT;NBJNEIGETOT1;NBJNEIGETOT10;NBJNEIGETOT30;NBJGREL;NBJORAG;NBJBROU
11069001;CARCASSONNE;43.215333;2.295500;128;199511;29.0;1;30;;12.8;1;21;5;2;1;0;0;0;1018.2;1;30;1005.7;1;11;14.9;1;30;;21.7;1;1;8.8;1;19;0;0;0;0;29;30;0;6.0;1;30;;-3.1;1;6;15.5;1;11;0;0;25;29;30;0;0;4;8.9;1;18.9;1;6;30;10.5;1;30;10.2;1;30;0;4.7;1;19;17.1;1;11;12;1;20;30;99;1;24;30;75;1;30;9.1;1;30;50.9;1;21.0;1;70;1;21;24;11;0;30;19.7;1;70;1;21;23;10;0;30;15.0;1;290;1;3;22;16;1;30;5.3;1;30;8110;1;30;1;10;8;22219;1;30;9956;1;30;;;0;;;;;;0;0;;;;0;;;;;;;;;0;0;0
11069001;CARCASSONNE;43.215333;2.295500;128;199512;73.6;1;31;;15.0;1;2;12;6;3;0;0;0;1014.8;1;31;998.3;1;26;11.4;1;31;;17.4;1;25;0.9;1;14;0;0;0;0;31;31;0;4.2;1;31;;-6.0;1;15;10.7;1;25;1;0;30;31;31;0;0;4;7.2;1;18.3;1;15;31;7.8;1;31;7.4;1;31;0;-0.1;1;14;14.1;1;25;49;1;6;31;99;1;31;31;86;1;31;9.0;1;31;25.1;1;24.0;1;290;1;26;21;7;0;31;22.4;1;290;1;26;20;7;0;31;16.0;1;280;1;27;19;9;2;31;3.9;1;31;4538;1;31;7;15;4;12941;1;31;8028;1;31;;;0;;;;;;0;1;;;;0;0;1;0;1;;0;0;0;0;0;3
11069001;CARCASSONNE;43.215333;2.295500;128;199601;106.4;1;31;;35.8;1;9;13;6;4;1;0;0;1010.1;1;31;999.6;1;6;12.7;1;31;;15.9;1;9;9.0;1;5;0;0;0;0;31;31;0;6.9;1;31;;0.1;1;4;12.1;1;23;0;0;26;31;31;0;0;0;5.9;1;11.5;1;31;31;9.8;1;31;9.5;1;31;0;4.7;1;4;13.5;1;23;46;1;26;31;99;1;31;31;86;1;31;9.9;1;31;34.9;1;23.0;1;270;1;2;27;14;0;31;21.5;1;270;1;2;26;12;0;31;14.0;1;70;1;23;26;19;0;31;5.7;1;31;5307;1;31;6;14;4;16060;1;31;9386;1;31;;;0;;;;;;0;0;;;;0;;;;;;;;;0;1;2
11069001;CARCASSONNE;43.215333;2.295500;128;199602;112.0;1;29;;17.0;1;1;14;8;6;0;0;0;1016.4;1;29;999.6;1;6;9.3;1;29;;14.9;1;25;-1.1;1;21;1;0;0;0;29;29;0;2.4;1;29;;-4.9;1;22;7.0;1;26;0;0;29;29;29;0;0;8;6.9;1;12.0;1;9;29;5.9;1;29;5.5;1;29;0;-1.8;1;21;11.0;1;26;20;1;9;29;99;1;28;29;80;1;29;7.0;1;29;43.1;1;36.0;1;280;1;8;26;15;2;29;33.0;1;280;1;8;24;11;1;29;23.0;1;290;1;8;24;21;5;29;6.4;1;29;6574;1;29;5;12;3;24030;1;29;15129;1;29;;;0;;;;;;0;7;;;;3;3;1;5;1;21;3;0;0;0;0;1
11069001;CARCASSONNE;43.215333;2.295500;128;199603;61.0;1;31;;21.4;1;15;6;5;2;0;0;0;1015.4;1;31;1000.3;1;13;13.1;1;31;;20.7;1;22;8.1;1;15;0;0;0;0;30;31;0;5.1;1;31;;-0.8;1;12;10.6;1;26;0;0;29;31;31;0;0;1;8.0;1;17.4;1;12;31;9.1;1;31;8.7;1;31;0;4.9;1;3;13.0;1;21;16;1;12;31;99;1;23;31;75;1;31;8.2;1;31;69.0;1;23.0;1;270;1;16;28;8;0;31;21.5;1;270;1;16;24;8;0;31;14.0;1;280;1;16;22;15;0;31;5.4;1;31;9791;1;31;5;12;9;38763;1;31;18006;1;31;;;0;;;;;;0;0;;;;0;;;;;;;;;0;0;1
11069001;CARCASSONNE;43.215333;2.295500;128;199604;67.4;1;30;;19.0;1;1;8;5;3;0;0;0;1016.4;1;30;1002.7;1;1;17.1;1;30;;22.5;1;13;7.8;1;3;0;0;0;0;26;30;0;7.9;1;30;;-0.7;1;5;13.4;1;22;0;0;20;30;30;0;0;2;9.2;1;15.5;1;10;30;12.5;1;30;12.2;1;30;0;4.5;1;3;15.8;1;11;30;1;12;30;99;1;29;30;72;1;30;9.7;1;30;99.7;1;23.0;1;70;1;20;27;9;0;30;21.5;1;70;1;20;26;7;0;30;16.0;1;70;1;20;25;14;4;30;5.8;1;30;12375;1;30;2;5;9;50950;1;30;23952;1;30;;;0;;;;;;0;0;;;;0;;;;;;;;;0;0;0
11069001;CARCASSONNE;43.215333;2.295500;128;199605;74.6;1;31;;20.2;1;8;10;5;2;0;0;0;1014.6;1;31;1002.4;1;1;20.5;1;31;;28.4;1;29;12.7;1;11;0;4;0;0;16;30;0;11.1;1;31;;5.5;1;3;16.1;1;26;0;0;12;30;31;0;0;0;9.4;1;16.8;1;15;31;15.8;1;31;15.3;1;31;0;11.8;1;13;20.3;1;29;19;1;29;31;99;1;2;31;72;1;31;11.8;1;31;130.4;1;25.0;1;290;1;27;28;11;0;31;23.3;1;290;1;27;23;10;0;31;16.0;1;280;1;27;24;14;3;31;5.3;1;31;14353;1;31;2;6;8;64311;1;31;24662;1;31;;;0;;;;;;0;0;;;;0;;;;;;;;;0;5;0
11069001;CARCASSONNE;43.215333;2.295500;128;199606;40.2;1;30;;20.8;1;1;4;2;2;0;0;0;1020.4;1;30;1008.1;1;21;26.2;1;30;;32.5;1;11;14.9;1;2;0;20;8;0;3;13;1;15.1;1;30;;9.8;1;2;19.5;1;12;0;0;1;14;30;0;0;0;11.1;1;18.7;1;28;30;20.6;1;30;20.4;1;30;4;12.4;1;2;24.8;1;12;18;1;28;30;98;1;15;30;66;1;30;14.5;1;30;166.6;1;21.0;1;300;1;22;27;5;0;30;19.7;1;300;1;22;24;4;0;30;14.0;1;290;1;22;23;10;0;30;5.1;1;30;15773;1;30;1;6;11;66566;1;30;24441;1;30;;;0;;;;;;0;0;;;;0;;;;;;;;;0;3;1
11069001;CARCASSONNE;43.215333;2.295500;128;199607;89.4;1;31;;67.2;1;27;6;2;2;1;1;0;1018.6;1;31;1005.8;1;7;28.4;1;31;;34.9;1;17;21.9;1;8;0;24;13;0;0;15;7;16.8;1;31;;11.4;1;9;21.9;1;24;0;0;0;9;27;4;0;0;11.6;1;16.8;1;21;31;22.6;1;31;22.2;1;31;10;16.9;1;8;27.3;1;18;20;1;20;31;99;1;5;31;64;1;31;16.0;1;31;173.3;1;22.0;1;270;1;7;27;6;0;31;20.6;1;270;1;7;24;4;0;31;14.0;1;280;1;8;19;11;0;31;4.7;1;31;15958;1;31;0;5;9;67689;1;31;26997;1;31;;;0;;;;;;0;0;;;;0;;;;;;;;;0;5;0
11069001;CARCASSONNE;43.215333;2.295500;128;199608;88.8;1;31;;43.0;1;20;9;3;3;1;0;0;1017.2;1;31;1012.0;1;10;26.3;1;31;;32.2;1;1;20.3;1;27;0;18;6;0;0;17;1;16.0;1;31;;12.5;1;28;21.7;1;20;0;0;0;11;30;1;0;0;10.3;1;17.1;1;18;31;21.1;1;31;20.6;1;31;1;17.1;1;30;24.8;1;20;20;1;18;31;96;1;12;31;71;1;31;16.2;1;31;140.5;1;22.0;1;240;1;10;25;2;0;31;20.6;1;240;1;10;21;2;0;31;13.0;1;250;1;10;20;7;0;31;4.1;1;31;14239;1;31;1;6;9;60327;1;31;23141;1;31;;;0;;;;;;0;0;;;;0;;;;;;;;;0;5;0
11069001;CARCASSONNE;43.215333;2.295500;128;199609;92.8;1;30;;51.6;1;17;7;4;2;1;1;0;1015.2;1;30;1003.1;1;21;22.4;1;30;;28.3;1;5;16.5;1;17;0;8;0;0;8;29;0;11.4;1;30;;5.8;1;16;15.5;1;6;0;0;9;29;30;0;0;0;11.0;1;19.6;1;16;30;16.9;1;30;16.5;1;30;0;13.4;1;20;21.1;1;6;12;1;8;30;97;1;30;30;67;1;30;11.4;1;30;110.3;1;21.0;1;290;1;25;26;6;0;30;19.7;1;290;1;25;22;5;0;30;14.0;1;300;1;25;19;10;0;30;4.1;1;30;13751;1;30;2;7;15;47114;1;30;15018;1;30;;;0;;;;;;0;0;;;;0;;;;;;;;;0;1;1
11069001;CARCASSONNE;43.215333;2.295500;128;199610;66.6;1;31;;45.6;1;14;7;2;1;1;0;0;1020.7;1;31;1006.2;1;14;18.1;1;31;;23.4;1;22;12.6;1;7;0;0;0;0;24;31;0;10.5;1;31;;3.9;1;31;14.7;1;14;0;0;12;31;31;0;0;0;7.6;1;15.5;1;18;31;14.3;1;31;13.8;1;31;0;10.1;1;31;18.3;1;22;38;1;20;31;97;1;18;31;79;1;31;11.7;1;31;68.7;1;21.0;1;70;1;13;26;10;0;31;19.7;1;70;1;13;25;5;0;31;13.0;1;280;1;8;25;18;0;31;5.1;1;31;8739;1;31;2;10;6;29586;1;31;13920;1;31;;;0;;;;;;0;0;;;;0;;;;;;;;;0;0;1
11069001;CARCASSONNE;43.215333;2.295500;128;199611;196.6;1;30;;48.2;1;30;15;11;6;3;0;0;1017.3;1;30;995.2;1;11;13.1;1;30;;22.7;1;11;5.2;1;16;0;0;0;0;28;30;0;6.4;1;30;;0.6;1;19;12.4;1;2;0;0;25;30;30;0;0;0;6.7;1;14.8;1;7;30;9.7;1;30;9.3;1;30;0;3.0;1;16;17.0;1;11;32;1;11;30;97;1;25;30;82;1;30;9.4;1;30;41.2;1;27.0;1;270;1;28;24;12;0;30;25.1;1;270;1;28;22;12;0;30;19.0;1;290;1;28;19;17;3;30;5.1;1;30;5056;1;30;8;17;3;17311;1;30;9564;1;30;;;0;;;;;;0;1;;;;0;;;;;;;;;0;0;1
11069001;CARCASSONNE;43.215333;2.295500;128;199612;173.4;1;31;;37.2;1;8;10;9;6;2;0;0;1011.4;1;31;997.2;1;24;10.0;1;31;;16.4;1;4;-2.1;1;30;2;0;0;0;31;31;0;5.5;1;31;;-6.9;1;29;12.6;1;22;3;0;26;31;31;0;0;6;4.5;1;10.1;1;4;31;7.7;1;31;7.6;1;31;0;-3.6;1;30;13.5;1;22;49;1;27;31;98;1;14;31;88;1;31;9.4;1;31;25.9;1;20.0;1;290;1;26;26;10;0;31;18.7;1;290;1;26;25;7;0;31;15.0;1;280;1;26;24;13;1;31;4.8;1;31;4355;1;31;8;17;4;11733;1;31;6951;1;31;;;0;;;;;;0;1;;;;1;1;1;1;1;31;1;0;0;0;3;2
11069001;CARCASSONNE;43.215333;2.295500;128;199701;79.2;1;31;;19.6;1;3;13;4;4;0;0;0;1018.9;1;31;996.4;1;3;9.6;1;31;;14.7;1;22;1.7;1;4;0;0;0;0;31;31;0;4.5;1;31;;-3.1;1;1;12.1;1;22;0;0;26;31;31;0;0;2;5.1;1;10.4;1;31;31;7.1;1;31;6.7;1;31;0;-0.2;1;1;13.4;1;22;37;1;12;31;97;1;27;31;86;1;31;8.6;1;31;27.0;1;21.0;1;80;1;21;25;10;0;31;19.7;1;80;1;21;23;8;0;31;14.0;1;80;1;21;21;12;0;31;4.9;1;31;4339;1;31;12;19;3;13633;1;31;8267;1;31;;;0;;;;;;0;3;;;;3;1;1;2;1;4;3;0;0;0;0;1
11069001;CARCASSONNE;43.215333;2.295500;128;199702;28.0;1;28;;11.0;1;14;5;2;1;0;0;0;1028.1;1;28;1015.2;1;14;14.3;1;28;;18.2;1;6;9.6;1;3;0;0;0;0;28;28;0;5.7;1;28;;-1.0;1;10;10.6;1;12;0;0;27;28;28;0;0;2;8.6;1;15.8;1;28;28;10.0;1;28;9.4;1;28;0;4.6;1;10;13.6;1;12;18;1;28;28;97;1;24;28;79;1;28;8.7;1;28;51.5;1;28.0;1;280;1;15;23;6;1;28;26.0;1;280;1;15;21;6;0;28;19.0;1;290;1;15;19;11;3;28;4.6;1;28;8339;1;28;2;7;8;25739;1;28;11125;1;28;;;0;;;;;;0;0;;;;0;;;;;;;;;0;0;2
11069001;CARCASSONNE;43.215333;2.295500;128;199703;13.6;1;31;;11.6;1;24;2;1;1;0;0;0;1025.7;1;31;1014.3;1;24;18.8;1;31;;24.6;1;17;13.3;1;24;0;0;0;0;19;31;0;6.7;1;31;;2.0;1;31;11.0;1;18;0;0;28;31;31;0;0;0;12.1;1;21.5;1;11;31;12.8;1;31;12.3;1;31;0;9.6;1;29;16.9;1;18;13;1;11;31;97;1;2;31;63;1;31;8.2;1;31;105.9;1;25.0;1;290;1;19;27;6;0;31;23.3;1;290;1;19;21;5;0;31;16.0;1;280;1;19;23;10;1;31;5.0;1;31;16580;1;31;0;3;20;50458;1;31;16645;1;31;;;0;;;;;;0;0;;;;0;;;;;;;;;0;0;1
11069001;CARCASSONNE;43.215333;2.295500;128;199704;22.8;1;30;;7.2;1;26;4;2;0;0;0;0;1018.8;1;30;1005.1;1;20;19.7;1;30;;25.1;1;11;10.8;1;19;0;1;0;0;16;30;0;7.4;1;30;;2.4;1;1;12.8;1;29;0;0;22;30;30;0;0;0;12.3;1;19.8;1;1;30;13.6;1;30;13.4;1;30;0;10.1;1;19;17.1;1;26;11;1;16;30;96;1;28;30;58;1;30;8.0;1;30;134.8;1;22.0;1;80;1;7;27;14;0;30;20.6;1;80;1;7;26;12;0;30;17.0;1;80;1;7;25;18;3;30;5.9;1;30;16626;1;30;2;3;17;61985;1;30;17382;1;30;;;0;;;;;;0;0;;;;0;;;;;;;;;0;0;1
11069001;CARCASSONNE;43.215333;2.295500;128;199705;73.6;1;31;;17.8;1;17;9;5;3;0;0;0;1015.2;1;31;1003.7;1;5;21.9;1;31;;31.6;1;28;14.5;1;8;0;6;2;0;10;27;0;12.5;1;31;;4.2;1;8;17.4;1;28;0;0;6;23;31;0;0;0;9.5;1;16.6;1;1;31;17.2;1;31;16.8;1;31;1;9.4;1;8;24.5;1;28;23;1;1;31;96;1;18;31;70;1;31;12.6;1;31;136.3;1;26.0;1;280;1;6;29;12;0;31;24.2;1;280;1;6;25;9;0;31;18.0;1;290;1;6;25;18;1;31;5.4;1;31;12294;1;31;0;8;4;61406;1;31;27640;1;31;;;0;;;;;;0;0;;;;0;;;;;;;;;0;2;1
11069001;CARCASSONNE;43.215333;2.295500;128;199706;63.0;1;30;;14.8;1;5;7;5;2;0;0;0;1012.8;1;30;1005.4;1;1;23.9;1;30;;29.5;1;12;17.7;1;1;0;10;0;0;4;24;0;14.6;1;30;;8.8;1;28;20.3;1;13;0;0;2;14;29;1;0;0;9.3;1;15.9;1;25;30;19.3;1;30;19.0;1;30;1;13.4;1;28;24.1;1;13;19;1;15;30;96;1;8;30;70;1;30;14.5;1;30;134.7;1;19.0;1;80;1;4;26;7;0;30;17.8;1;80;1;4;23;3;0;30;13.0;1;80;1;10;22;11;0;30;4.5;1;30;9832;1;30;2;9;2;56865;1;30;28510;1;30;;;0;;;;;;0;0;;;;0;;;;;;;;;0;0;0
11069001;CARCASSONNE;43.215333;2.295500;128;199707;26.2;1;31;;11.2;1;10;7;1;1;0;0;0;1018.9;1;31;1011.6;1;2;27.5;1;31;;33.4;1;29;21.0;1;17;0;23;8;0;0;14;3;16.5;1;31;;13.0;1;19;20.9;1;30;0;0;0;11;29;2;0;0;11.1;1;16.1;1;8;31;22.0;1;31;21.5;1;31;6;17.3;1;5;26.7;1;29;18;1;13;31;93;1;17;31;65;1;31;15.2;1;31;176.6;1;25.0;1;270;1;17;29;8;0;31;23.3;1;270;1;17;25;6;0;31;13.0;1;290;1;25;22;13;0;31;5.0;1;31;15997;1;31;1;3;11;68336;1;31;26079;1;31;;;0;;;;;;0;0;;;;0;;;;;;;;;0;4;0
